Date,GA,GA Title,Lecture Title,URL,Location
14/09/1904,264,"The History of the Esoteric School 1904–1914, Volume One",To Günther Wagner in Lugano,https://rsarchive.org/Lectures/GA264/English/SOL2025/22_19040914.html,Berlin
25/09/1904,250,The History of the German Section of the Theosophical Society 1902-1913,Theosophy and Modern Science,https://rsarchive.org/Lectures/GA250/English/SOL2024/19040925s01.html,Berlin
29/09/1904,53,Origin and Goal of the Human Being,What Does Modern Man Find in Theosophy?,https://rsarchive.org/Lectures/GA053/English/UNK2014/19040929p01.html,Berlin
30/09/1904,92,The Occult Truths of Old Myths and Legends,The Mysteries of the Druids and Drotten,https://rsarchive.org/Lectures/GA092/English/SOL2024/19040730p01.html,Berlin
30/09/1904,93,The Temple Legend,The Mysteries of the Druids and the ‘Drottes’,https://rsarchive.org/Lectures/GA093/English/RSP1985/19040930p01.html,Berlin
01/10/1904,34,Essays on Anthroposophy from Lucifer and Lucifer-Gnosis 1903-1908,Inheritance of Dispositions and Abilities,https://rsarchive.org/Articles/GA034/English/SOL2024/31_Inheritance_of_Dispositions_and_Abilities.html,
01/10/1904,34,From the Contents of Esoteric Classes III: 1913–1914,Notes,https://rsarchive.org/Articles/GA034/English/SOL2024/84_Notes.html,
01/10/1904,37,Writings on the History of the Anthroposophical Movement and Society 1902–1925,Invitation to the Annual General Meeting,https://rsarchive.org/Articles/GA037/English/SOL2023/19041001p01.html,Berlin
03/10/1904,90a,Self-Knowledge and God-Knowledge I,Apocalypse I,https://rsarchive.org/Lectures/GA090a/English/SOL2024/19041003p01.html,Berlin
06/10/1904,52,Spiritual Teachings Concerning the Soul,Is Theosophy Unscientific?,https://rsarchive.org/Lectures/GA052/English/eLib2013/19041006p01.html,Berlin
07/10/1904,92,Greek and Germanic Mythology in the Light of Esotericism,The Prometheus Saga,https://rsarchive.org/Lectures/GA092/English/UNK2003/19041007p01.html,Berlin
07/10/1904,93,The Temple Legend,The Prometheus Saga,https://rsarchive.org/Lectures/GA093/English/RSP1985/19041007p02.html,Berlin
10/10/1904,90a,(On) Apocalyptic Writings,Lecture I,https://rsarchive.org/Lectures/GA090a/English/UNK1969/19041010p01.html,Berlin
10/10/1904,90a,Self-Knowledge and God-Knowledge I,Apocalypse II,https://rsarchive.org/Lectures/GA090a/English/SOL2024/19041010p01.html,Berlin
12/10/1904,90a,Self-Knowledge and God-Knowledge I,The Early Chapters of Genesis,https://rsarchive.org/Lectures/GA090a/English/SOL2024/19041012p01.html,Berlin
13/10/1904,53,Origin and Goal of the Human Being,Human Wisdom,https://rsarchive.org/Lectures/GA053/English/UNK2014/19041013p01.html,Berlin
14/10/1904,92,Greek and Germanic Mythology in the Light of Esotericism,The Argonaut Saga and the Odyssey,https://rsarchive.org/Lectures/GA092/English/UNK2003/19041014p01.html,Berlin
15/10/1904,37,Writings on the History of the Anthroposophical Movement and Society 1902–1925,To the Members of the Berlin Branch,https://rsarchive.org/Articles/GA037/English/SOL2023/19041015p01.html,Berlin
17/10/1904,89,Awareness—Life—Form,Planetary Evolution I,https://rsarchive.org/Lectures/GA089/English/CMP2001/19041017p01.html,Berlin
17/10/1904,90a,(On) Apocalyptic Writings,Lecture II,https://rsarchive.org/Lectures/GA090a/English/UNK1969/19041017p01.html,Berlin
17/10/1904,90a,Self-Knowledge and God-Knowledge I,Apocalypse III,https://rsarchive.org/Lectures/GA090a/English/SOL2024/19041017p01.html,Berlin
18/10/1904,51,The History of the Middle Ages,Lecture I,https://rsarchive.org/Lectures/GA051/English/UNK1970/19041018p01.html,Berlin
19/10/1904,89,Awareness—Life—Form,Planetary Evolution II,https://rsarchive.org/Lectures/GA089/English/CMP2001/19041019p01.html,Berlin
19/10/1904,91,Notes from Mathilde Scholl 1904–1906,The Difference Between Calculation and Operation,https://rsarchive.org/Lectures/GA091/English/SOL2026/19041019p01.html,Berlin
20/10/1904,53,Origin and Goal of the Human Being,Reincarnation and Karma,https://rsarchive.org/Lectures/GA053/English/UNK2014/19041020p01.html,Berlin
21/10/1904,92,Greek and Germanic Mythology in the Light of Esotericism,The Sigfried Saga,https://rsarchive.org/Lectures/GA092/English/UNK2003/19041021p01.html,Berlin
22/10/1904,89,Awareness—Life—Form,Planetary Evolution III,https://rsarchive.org/Lectures/GA089/English/CMP2001/19041022p01.html,Berlin
23/10/1904,250,The History of the German Section of the Theosophical Society 1902-1913,Protocol of the Annual Meeting of the German Theosophical Society (DTG),https://rsarchive.org/Lectures/GA250/English/SOL2024/19041023s01.html,Berlin
24/10/1904,90a,(On) Apocalyptic Writings,Lecture III,https://rsarchive.org/Lectures/GA090a/English/UNK1969/19041024p01.html,Berlin
24/10/1904,90a,Self-Knowledge and God-Knowledge I,Apocalypse IV,https://rsarchive.org/Lectures/GA090a/English/SOL2024/19041024p01.html,Berlin
25/10/1904,51,The History of the Middle Ages,Lecture II,https://rsarchive.org/Lectures/GA051/English/UNK1970/19041025p01.html,Berlin
25/10/1904,89,Awareness—Life—Form,Planetary Evolution IV,https://rsarchive.org/Lectures/GA089/English/CMP2001/19041025p01.html,Berlin
26/10/1904,91,Notes from Mathilde Scholl 1904–1906,"Ellipse, Hyperbola, Lemniscate, Circle",https://rsarchive.org/Lectures/GA091/English/SOL2026/19041026p01.html,Berlin
27/10/1904,53,Origin and Goal of the Human Being,Theosophy and Darwin,https://rsarchive.org/Lectures/GA053/English/UNK2014/19041027p01.html,Berlin
28/10/1904,92,Greek and Germanic Mythology in the Light of Esotericism,The Trojan War,https://rsarchive.org/Lectures/GA092/English/UNK2003/19041028p01.html,Berlin
29/10/1904,51,"Philosophy, History and Literature",Platonic Mysticism and Docta ignorantia I,https://rsarchive.org/Lectures/GA051/English/SOL2023/19041029c01.html,Berlin
29/10/1904,89,Awareness—Life—Form,Planetary Evolution V,https://rsarchive.org/Lectures/GA089/English/CMP2001/19041029p01.html,Berlin
29/10/1904,250,The History of the German Section of the Theosophical Society 1902-1913,Protocol of the Second General Assembly of the German Section of the Theosophical Society,https://rsarchive.org/Lectures/GA250/English/SOL2024/19041030s01.html,Berlin
30/10/1904,90a,Self-Knowledge and God-Knowledge I,On Clairvoyance,https://rsarchive.org/Lectures/GA090a/English/SOL2024/19041030p01.html,Berlin
30/10/1904,250,The History of the German Section of the Theosophical Society 1902-1913,Report of the General Assembly of the German Section,https://rsarchive.org/Lectures/GA250/English/SOL2024/19041105s01.html,Berlin
31/10/1904,34,From the Contents of Esoteric Classes III: 1913–1914,Remarks on Edouard Schuré,https://rsarchive.org/Articles/GA034/English/SOL2024/71_Remarks_on_Edouard_Schuré.html,
31/10/1904,89,Awareness—Life—Form,Planetary Evolution VI,https://rsarchive.org/Lectures/GA089/English/CMP2001/19041031p01.html,Berlin
01/11/1904,34,Essays on Anthroposophy from Lucifer and Lucifer-Gnosis 1903-1908,English Prime Minister Balfour,https://rsarchive.org/Articles/GA034/English/SOL2024/57_English_Prime_Minister_Balfour.html,
01/11/1904,51,The History of the Middle Ages,Lecture III,https://rsarchive.org/Lectures/GA051/English/UNK1970/19041101p01.html,Berlin
01/11/1904,89,Awareness—Life—Form,Planetary Evolution VII,https://rsarchive.org/Lectures/GA089/English/CMP2001/19041101p01.html,Berlin
01/11/1904,90a,Self-Knowledge and God-Knowledge I,Apocalypse V,https://rsarchive.org/Lectures/GA090a/English/SOL2024/19041101a01.html,Berlin
01/11/1904,90a,Self-Knowledge and God-Knowledge I,Summary of the Previous Discourses on the Apocalypse,https://rsarchive.org/Lectures/GA090a/English/SOL2024/19041101p01.html,Berlin
02/11/1904,89,Awareness—Life—Form,Planetary Evolution VIII,https://rsarchive.org/Lectures/GA089/English/CMP2001/19041102p01.html,Berlin
03/11/1904,53,Origin and Goal of the Human Being,Theosophy and Tolstoy,https://rsarchive.org/Lectures/GA053/English/UNK2014/19041103p02.html,Berlin
03/11/1904,53,Theosophy and Tolstoy,Theosophy and Tolstoy,https://rsarchive.org/Lectures/GA053/English/Singles/19041103p01.html,Berlin
03/11/1904,89,Awareness—Life—Form,Planetary Evolution IX,https://rsarchive.org/Lectures/GA089/English/CMP2001/19041103p01.html,Berlin
04/11/1904,93,The Temple Legend,The Mystery known to Rosicrucians,https://rsarchive.org/Lectures/GA093/English/RSP1985/19041104p01.html,Berlin
04/11/1904,91,Notes from Mathilde Scholl 1904–1906,Trigonometry,https://rsarchive.org/Lectures/GA091/English/SOL2026/19041104p01.html,Berlin
05/11/1904,51,"Philosophy, History and Literature",Platonic Mysticism and Docta ignorantia I,https://rsarchive.org/Lectures/GA051/English/SOL2023/19041105c01.html,Berlin
05/11/1904,89,Awareness—Life—Form,Planetary Evolution X,https://rsarchive.org/Lectures/GA089/English/CMP2001/19041105p01.html,Berlin
07/11/1904,68b,"The Circular Flow of Man's Life within the World Of Sense, Soul And Spirit",What can the Modern Human find in Theosophy?,https://rsarchive.org/Lectures/GA068b/English/SOL2024/19041107p01.html,Berlin
07/11/1904,90a,Self-Knowledge and God-Knowledge I,Apocalypse VI,https://rsarchive.org/Lectures/GA090a/English/SOL2024/19041107p01.html,Berlin
08/11/1904,51,The History of the Middle Ages,Lecture IV,https://rsarchive.org/Lectures/GA051/English/UNK1970/19041108p01.html,Berlin
09/11/1904,89,Awareness—Life—Form,Planetary Evolution XI,https://rsarchive.org/Lectures/GA089/English/CMP2001/19041109p01.html,Berlin
09/11/1904,91,Notes from Mathilde Scholl 1904–1906,"Sine, Cosine, Tangent, Cotangent",https://rsarchive.org/Lectures/GA091/English/SOL2026/19041109p01.html,Berlin
10/11/1904,53,Origin and Goal of the Human Being,The Soul World,https://rsarchive.org/Lectures/GA053/English/UNK2014/19041110p01.html,Berlin
10/11/1904,89,Awareness—Life—Form,Planetary Evolution XII,https://rsarchive.org/Lectures/GA089/English/CMP2001/19041110p01.html,Berlin
11/11/1904,90a,Self-Knowledge and God-Knowledge I,The Seven Post-Atlantean Sub-Races,https://rsarchive.org/Lectures/GA090a/English/SOL2024/19041111p01.html,Berlin
11/11/1904,93,The Temple Legend,Manicheism,https://rsarchive.org/Lectures/GA093/English/RSP1985/19041111p02.html,Berlin
12/11/1904,51,"Philosophy, History and Literature",Platonic Mysticism and Docta ignorantia I,https://rsarchive.org/Lectures/GA051/English/SOL2023/19041112c01.html,Berlin
12/11/1904,90a,Self-Knowledge and God-Knowledge I,On the Migrations of the Races,https://rsarchive.org/Lectures/GA090a/English/SOL2024/19041112p01.html,Berlin
14/11/1904,90a,Self-Knowledge and God-Knowledge I,Apocalypse VII,https://rsarchive.org/Lectures/GA090a/English/SOL2024/19041114a01.html,Berlin
14/11/1904,90a,Self-Knowledge and God-Knowledge I,The Origin of Karma,https://rsarchive.org/Lectures/GA090a/English/SOL2024/19041114p01.html,Berlin
15/11/1904,51,The History of the Middle Ages,Lecture V,https://rsarchive.org/Lectures/GA051/English/UNK1970/19041115p01.html,Berlin
17/11/1904,53,Origin and Goal of the Human Being,The Spiritual World,https://rsarchive.org/Lectures/GA053/English/UNK2014/19041117p01.html,Berlin
24/11/1904,262,Correspondence with Marie Steiner 1901–1925,16. Letter to Marie von Sivers in Berlin,https://rsarchive.org/Lectures/GA262/English/SOL2025/19041124.html,Munich
24/11/1904,264,"The History of the Esoteric School 1904–1914, Volume One",To Günther Wagner in Lugano,https://rsarchive.org/Lectures/GA264/English/SOL2025/23_19041124.html,Berlin
27/11/1904,68c,The Story of the Green Serpent and the Beautiful Lily,Lecture Two,https://rsarchive.org/Lectures/SerpLily/19041127p01.html,Cologne
27/11/1904,68c,Goethe and the Present,The Fairy Tale of the Green Snake and the Beautiful Lily,https://rsarchive.org/Lectures/GA068c/English/SOL2024/19041127p01.html,Cologne
27/11/1904,262,Correspondence with Marie Steiner 1901–1925,17. Letter to Marie von Sivers in Berlin,https://rsarchive.org/Lectures/GA262/English/SOL2025/19041127.html,Cologne
28/11/1904,68a,The Essence of Christianity,"Christian Mysticism — The Masters of Cologne: Eckhart, Albertus Magnus",https://rsarchive.org/Lectures/GA068a/English/SOL2024/19041128p01.html,Cologne
01/12/1904,34,Essays on Anthroposophy from Lucifer and Lucifer-Gnosis 1903-1908,Reincarnation in the Helpless Child,https://rsarchive.org/Articles/GA034/English/SOL2024/32_Reincarnation_in_the_Helpless_Child.html,
01/12/1904,34,From the Contents of Esoteric Classes III: 1913–1914,Reports,https://rsarchive.org/Articles/GA034/English/SOL2024/85_Reports.html,
01/12/1904,53,Origin and Goal of the Human Being,Theosophy and Nietzsche,https://rsarchive.org/Lectures/GA053/English/UNK2014/19041201p01.html,Berlin
02/12/1904,34,Essays on Anthroposophy from Lucifer and Lucifer-Gnosis 1903-1908,Are Successive Incarnations Similar,https://rsarchive.org/Articles/GA034/English/SOL2024/33_Are_Successive_Incarnations_Similar.html,
02/12/1904,93,The Temple Legend,The Essence and Task of Freemasonry from the Point of View of Spiritual Science I,https://rsarchive.org/Lectures/GA093/English/RSP1985/19041202p01.html,Berlin
03/12/1904,34,Essays on Anthroposophy from Lucifer and Lucifer-Gnosis 1903-1908,Idiocy,https://rsarchive.org/Articles/GA034/English/SOL2024/34_Idiocy.html,
06/12/1904,51,The History of the Middle Ages,Lecture VI,https://rsarchive.org/Lectures/GA051/English/UNK1970/19041206p01.html,Berlin
07/12/1904,68c,Goethe and the Present,Goethe's Enigmatic Fairy Tale of the Green Snake and the Beautiful Lily,https://rsarchive.org/Lectures/GA068c/English/SOL2024/19041207p01.html,Weimar
08/12/1904,52,Spiritual Teachings Concerning the Soul,Is Theosophy Buddhist Propaganda?,https://rsarchive.org/Lectures/GA052/English/eLib2013/19041208p01.html,Berlin
09/12/1904,93,The Temple Legend,The Essence and Task of Freemasonry from the Point of View of Spiritual Science II,https://rsarchive.org/Lectures/GA093/English/RSP1985/19041209p01.html,Berlin
12/12/1904,265,"The History of the Esoteric School 1904–1914, Volume Two",A. W. Sellin to Rudolf Steiner,https://rsarchive.org/Lectures/GA265/English/SOL2025/03_19041212.html,Berlin
13/12/1904,51,The History of the Middle Ages,Lecture VII,https://rsarchive.org/Lectures/GA051/English/UNK1970/19041213p01.html,Berlin
14/12/1904,265,"The History of the Esoteric School 1904–1914, Volume Two",A. W. Sellin to Rudolf Steiner,https://rsarchive.org/Lectures/GA265/English/SOL2025/04_19041214.html,Berlin
15/12/1904,53,Origin and Goal of the Human Being,On the Inner Life,https://rsarchive.org/Lectures/GA053/English/UNK2014/19041215p02.html,Berlin
15/12/1904,53,The Inner Development of Man,The Inner Development of Man,https://rsarchive.org/Lectures/GA053/English/Singles/19041215p01.html,Berlin
16/12/1904,93,The Temple Legend,The Essence and Task of Freemasonry from the Point of View of Spiritual Science III,https://rsarchive.org/Lectures/GA093/English/RSP1985/19041216p01.html,Berlin
19/12/1904,90a,Signs and Symbols of the Christmas Festival,Birth of the Light,https://rsarchive.org/Lectures/SignSymbols/19041219p01.html,Berlin
19/12/1904,90a,Self-Knowledge and God-Knowledge I,The Birth of Light: a Christmas Reflection,https://rsarchive.org/Lectures/GA090a/English/SOL2024/19041219p01.html,Berlin
20/12/1904,51,The History of the Middle Ages,Lecture VIII,https://rsarchive.org/Lectures/GA051/English/UNK1970/19041220p01.html,Berlin
20/12/1904,265,"The History of the Esoteric School 1904–1914, Volume Two",A. W. Sellin to Rudolf Steiner,https://rsarchive.org/Lectures/GA265/English/SOL2025/05_19041220.html,Berlin
21/12/1904,266III,From the Contents of Esoteric Classes III: 1913–1914,Esoteric Lesson,https://rsarchive.org/Lectures/GA266/English/UNK2000/19041221e01.html,Berlin
23/12/1904,93,The Temple Legend,Evolution and Involution as they are Interpreted by Occult Societies,https://rsarchive.org/Lectures/GA093/English/RSP1985/19041223p01.html,Berlin
23/12/1904,93,The Work of Secret Societies in the World. The Atom as Coagulated Electricity,The Work of Secret Societies in the World. The Atom as Coagulated Electricity,https://rsarchive.org/Lectures/GA093/English/Singles/19041223p02.html,Berlin
24/12/1904,90a,Self-Knowledge and God-Knowledge I,Cosmology and the Development of Consciousness,https://rsarchive.org/Lectures/GA090a/English/SOL2024/19041224p01.html,Berlin
25/12/1904,90a,Self-Knowledge and God-Knowledge I,The Development of Man,https://rsarchive.org/Lectures/GA090a/English/SOL2024/19041225p01.html,Berlin
26/12/1904,90a,Self-Knowledge and God-Knowledge I,The Rounds on the Seven Planets,https://rsarchive.org/Lectures/GA090a/English/SOL2024/19041226p01.html,Berlin
27/12/1904,37,Writings on the History of the Anthroposophical Movement and Society 1902–1925,1904 Annual Report for the German Section of the Theosophical Society,https://rsarchive.org/Articles/GA037/English/SOL2023/1904_Report.html,Berlin
27/12/1904,90a,Self-Knowledge and God-Knowledge I,Creation of Races up to the Fertilization with Manas (Animal Separations),https://rsarchive.org/Lectures/GA090a/English/SOL2024/19041227p01.html,Berlin
28/12/1904,51,"Philosophy, History and Literature",History of the Middle Ages IX,https://rsarchive.org/Lectures/GA051/English/SOL2023/19041228c01.html,Berlin
28/12/1904,90a,Self-Knowledge and God-Knowledge I,Events in the Second Half of the Lemurian Racial Development,https://rsarchive.org/Lectures/GA090a/English/SOL2024/19041228p01.html,Berlin
